file,relative_path,label,speaker,gender,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
109.mp3,DeepFake\Male\G3001,0,G3001,Male,29.765202,0.0844818,28.719877,30.21157,31.623337,2.9034595,71.34516,48.160084,-0.34176445,10.5426035,0.39648548,0.81152576,0.03772588,0.36203384,0.67746586,0.63974,7.577736,3.8811328,9.046288,4.328032,0.18788724,0.9288254,28.504179,0.66190153,10.7437315,0.9677751,4.492988,2.571778,-0.52752006,-16.887785,0.030220935,1.3019718,1.44217,0.7794817,7.1297517,0.32124862,4.727572,1.4603206,30.555342,0.2506823,574.2141,0.36646783,1392.6024,0.12558143,-80.0235,-1.121162,1665.5432,0.1966798,1098.6884,0.28081205,-88.42878,-0.90626615,2780.1025,0.10939419,856.9559,0.2950445,-92.17417,-0.83524066,-18.59421,-0.38404363,28.405594,0.30008835,0.055551887,0.39380527,-0.018045679,-0.75092316,0.25921556,0.63518506,37.833305,0.29476297,10.563712,0.96467364,2.310797,5.199027,-1.495433,-5.822547,-10.029953,18.630808,0.017042505,0.011956246,0.08142476,5.172414,3.550296,0.16833334,0.08933395,0.078571424,0.057427857,-25.545631
11.mp3,DeepFake\Male\G3001,0,G3001,Male,33.396725,0.053272564,32.798096,33.385235,33.94182,1.1437225,21.493599,10.75069,19.789825,19.738117,0.65935254,0.94115907,0.021970985,0.5960045,1.1305537,1.1085827,12.682026,6.8589964,14.484004,9.114312,0.3355216,1.0380219,20.579933,0.80355674,5.697897,2.2550902,-2.0578113,-7.726226,-2.549361,-3.1446192,0.023183111,1.7048512,1.2018888,1.0397706,8.361346,0.3425076,6.457786,1.7689345,24.812122,0.3084243,585.7593,0.3841108,1406.5535,0.15227419,-88.32284,-1.0704148,1628.7306,0.16678014,1022.1679,0.24655436,-88.20062,-0.98232955,2735.3535,0.09441266,889.0948,0.53115,-91.2182,-0.91908926,-14.064231,-0.6167769,22.877499,0.38303545,0.06600645,0.3117987,-0.015330826,-0.8863143,0.49194825,0.64350235,28.228186,0.4553355,3.8233702,3.351291,-4.1195683,-4.763505,-3.3935905,-2.7331803,-6.3017287,15.253845,0.028405156,0.013189665,0.12263061,5.3333335,2.7586207,0.21,0.17874563,0.103999995,0.08014986,-20.656761
110.mp3,DeepFake\Male\G3001,0,G3001,Male,31.695639,0.047411792,31.051313,31.856237,32.69373,1.642416,20.606466,12.997627,-1.3854523,13.033808,0.73253876,0.7621821,0.0886807,0.7244652,1.2639928,1.175312,14.426812,7.06784,15.989511,6.7276354,0.3532108,0.95647013,27.214407,0.5164291,2.093748,5.567072,-4.630514,-3.7362158,-1.6533533,-6.774556,0.019577976,1.0793103,1.2039411,0.72974795,7.4997787,0.38016948,5.4758515,1.5386684,23.93947,0.4097193,536.46265,0.41079456,1393.2931,0.16140813,-46.705963,-1.7532095,1545.9778,0.19441387,987.67145,0.22915013,-51.22686,-1.492517,2727.1824,0.14215617,800.4887,0.26436746,-59.32824,-1.2189311,-12.738328,-0.5356714,23.771873,0.3265145,0.06333835,0.3338663,-0.018163593,-0.8100913,0.44820556,0.7219018,32.024685,0.31746334,2.6129243,4.1541295,-6.521373,-2.8763146,-1.9951493,-6.058282,-5.5838313,14.136894,0.02867851,0.013918533,0.04330394,5.3140097,0.990099,0.78499997,0.315,0.13333333,0.07318166,-20.982323
111.mp3,DeepFake\Male\G3001,0,G3001,Male,32.89984,0.102869764,31.254562,32.83244,34.703606,3.4490433,12.27277,19.87399,11.799712,3.177744,0.5099338,0.89747524,0.028056635,0.40950733,0.9857216,0.95766497,9.255158,4.1040735,9.361909,5.743695,0.23044212,1.0865077,22.41774,0.71732986,10.090964,1.0622718,0.7204995,29.161703,0.2869587,45.569958,0.02400408,1.4238678,1.198037,1.1471826,8.077038,0.46610352,6.937934,1.0279535,26.416878,0.27062193,586.3047,0.363238,1420.545,0.20419951,-72.10984,-1.2318722,1627.8413,0.15225236,1105.3127,0.3823468,-75.52457,-1.0781283,2695.2385,0.08968244,895.8469,0.4724856,-79.45111,-0.98636216,-15.755409,-0.49443513,24.915462,0.34924045,0.06490216,0.337239,-0.017170377,-1.0316529,0.3216935,0.78394824,28.647438,0.41215208,8.761178,1.0491788,-1.880492,-12.701198,-2.7006702,-5.083624,-9.4313965,17.080284,0.023633229,0.017808238,0.048700217,4.9504952,2.5380712,0.26,0.22036332,0.09333333,0.06394442,-23.233496
112.mp3,DeepFake\Male\G3001,0,G3001,Male,29.262777,0.06840474,28.375954,29.183456,30.737354,2.3614006,164.56435,249.48254,1.4535532,15.131498,0.42409837,0.9745057,0.026153143,0.30823806,0.8073154,0.78116226,8.983809,5.070464,12.279825,5.465317,0.21342814,1.0908588,27.148184,0.51555675,8.395981,1.5015919,7.5235763,2.3645983,3.066132,3.2266996,0.023667783,1.0129633,1.6755438,0.8106107,5.8510346,0.46516213,3.9849002,1.3274267,25.39069,0.29541168,542.0522,0.40837756,1288.6544,0.12037209,-67.209274,-1.3179692,1593.7725,0.18215014,950.7628,0.20545653,-74.25011,-1.0999795,2688.1028,0.103889674,780.05475,0.2641003,-77.97072,-1.011806,-15.92675,-0.46268553,25.385925,0.33627817,0.0538249,0.4994247,-0.014558589,-0.981319,0.30876186,0.7396737,32.844807,0.33541828,9.535257,1.2652272,6.0948954,3.3506324,1.16817,8.881082,-10.893577,18.882912,0.0077774497,0.016276978,0.020795204,4.516129,2.0,0.33666667,0.098432146,0.105,0.072284155,-25.319376
113.mp3,DeepFake\Male\G3001,0,G3001,Male,32.76674,0.09840014,30.735792,33.35343,35.75357,5.0177784,67.4703,65.389725,2.0318413,14.469565,0.5473282,0.9824193,0.030036462,0.35500965,1.0900447,1.0600083,15.623638,7.755536,17.598587,7.8676457,0.33754072,1.0942574,22.858423,0.62837493,5.299761,2.3585396,-3.620859,-5.015997,1.0969807,9.160904,0.041929178,1.8400407,1.5669225,0.7158103,6.2040606,0.46176133,4.9936914,1.5492439,23.574434,0.33060738,570.51154,0.3895056,1409.1301,0.16163686,-81.781296,-1.1036301,1581.8876,0.15523301,1061.0088,0.18689124,-84.11451,-1.0044703,2675.3848,0.095475465,891.24963,0.3856449,-88.73876,-0.91324055,-11.909458,-0.7014253,21.638086,0.44067886,0.059886444,0.4462549,-0.010253772,-1.3980252,0.47539407,0.7800941,27.001566,0.48976645,3.2069972,3.480003,-6.468189,-3.2162175,-0.2540992,-48.10476,-10.343082,20.288698,0.023843363,0.010433159,0.13727528,5.952381,3.6809816,0.16,0.0783156,0.07714286,0.057249896,-22.255514
114.mp3,DeepFake\Male\G3001,0,G3001,Male,28.59999,0.0824584,27.476479,29.193605,30.698637,3.2221584,38.474594,49.377693,16.642933,9.354124,0.4054898,0.96265066,0.036230464,0.30542535,0.703856,0.66762555,8.969912,5.761494,11.202892,6.5469766,0.19068989,1.0964464,27.480072,0.5124799,12.24669,0.88578284,5.5429845,3.8174357,2.94729,4.3956194,0.023222802,1.1753318,1.6322606,0.8689669,6.164751,0.5033399,4.88533,1.5722333,26.077173,0.27957907,542.68555,0.3649018,1363.7057,0.09157318,-70.3612,-1.2766199,1589.9446,0.17125869,1063.4846,0.3783066,-78.62181,-1.0507829,2711.7173,0.101683035,823.8848,0.40620705,-82.459785,-0.96338344,-17.086584,-0.43017322,24.798243,0.23720115,0.0480589,0.41980326,-0.016199565,-0.97665524,0.2664547,0.8029635,32.71541,0.307247,11.869986,0.93606246,5.0911365,4.713515,0.5742756,22.67705,-14.082457,22.918892,0.007755549,0.009584984,0.054081213,4.2857146,2.4390244,0.264,0.23104976,0.103333324,0.075203426,-25.234114
115.mp3,DeepFake\Male\G3001,0,G3001,Male,32.808083,0.03184043,32.2928,32.967457,33.53252,1.2397194,48.134556,25.98324,12.052242,13.693848,0.62429476,1.0304505,0.046973825,0.4433267,1.1795318,1.132558,14.808639,10.403091,13.777261,2.7342288,0.409261,1.3218087,22.625742,0.80477756,11.192193,1.2224215,-0.4977044,-32.203545,-0.5371836,-18.02912,0.017946763,1.3758006,1.3263109,0.7214652,8.512907,0.28480485,10.150563,1.009084,30.655289,0.25881153,590.84845,0.3863708,1328.754,0.13818337,-83.50255,-1.1128465,1661.6787,0.18426633,994.84467,0.16718373,-88.36999,-0.9399924,2777.255,0.11089534,870.9467,0.32807449,-91.99048,-0.86898446,-17.633125,-0.564045,27.580826,0.4284004,0.05799741,0.2921359,-0.020950044,-0.69056755,0.64567596,0.89659065,30.942408,0.4201203,12.160894,0.94155294,-3.6478477,-5.133785,-2.7732704,-3.7509377,-7.6299634,15.450206,0.019636836,0.015160062,0.04814199,4.6666665,2.7586207,0.2175,0.0949671,0.12,0.06745369,-18.511677
116.mp3,DeepFake\Male\G3001,0,G3001,Male,34.72961,0.030136459,34.09101,34.585,35.37563,1.2846184,69.428795,89.60879,12.639731,9.227048,0.6957035,0.8772744,0.07094614,0.62898254,1.2798798,1.2089337,11.916545,6.6530395,17.258165,8.623762,0.3332546,0.9532578,23.854898,0.64635545,8.076322,1.9966582,-4.491511,-3.9521077,-5.5338655,-2.1363657,0.015267569,1.608773,1.2514853,1.0660657,9.720686,0.27742547,9.483345,0.8622008,28.715458,0.2560737,602.45917,0.35768938,1330.5715,0.14348356,-78.95028,-1.1935028,1680.2637,0.19520266,1058.3258,0.34766772,-79.635345,-1.046246,2803.367,0.12228185,940.53253,0.5696707,-84.1909,-0.9479837,-16.289595,-0.44620064,26.63091,0.27929062,0.072896466,0.2986262,-0.020965448,-0.71677905,0.4667207,0.6316364,30.51305,0.35474116,9.377833,1.5896835,-9.984868,-1.8049685,-9.476,-1.1295356,-7.8954153,16.885242,0.032499216,0.01608875,0.09995352,4.8913045,2.793296,0.226,0.21850401,0.108,0.08795453,-19.831646
117.mp3,DeepFake\Male\G3001,0,G3001,Male,33.441074,0.06244408,33.08827,34.063137,34.73553,1.6472626,13.499522,22.010365,26.227512,23.389355,0.6782294,0.8333902,0.056311354,0.69282657,1.2843552,1.2280438,11.140445,4.9070964,13.887404,8.199701,0.31471205,0.98624045,22.803303,0.7633429,4.554291,2.8363419,-1.4240692,-10.833786,-3.0371034,-4.348089,0.014693132,1.3553828,1.140781,0.8907114,8.630452,0.4194166,8.797144,1.431421,27.169966,0.39435953,610.70026,0.41653734,1353.5587,0.14861584,-74.771835,-1.2486751,1681.8027,0.18753178,1083.5051,0.26409018,-73.70221,-1.1355668,2789.9517,0.119208984,914.2706,0.270707,-77.90636,-1.0354631,-14.272099,-0.6415839,24.390297,0.4526251,0.07188325,0.2881783,-0.017512234,-1.21966,0.45319617,0.62021786,29.434137,0.48130092,4.356848,2.7968857,-4.6845784,-3.6082146,-5.9834065,-2.1636395,-6.3981986,15.959665,0.024518782,0.015071214,0.03718336,5.6250005,1.2903227,0.525,0.375,0.14999999,0.06377042,-20.032211
118.mp3,DeepFake\Male\G3001,0,G3001,Male,28.793716,0.07413015,27.465118,28.50826,30.775269,3.3101501,48.948376,40.32091,0.80543566,9.671281,0.44761795,0.7834685,0.08693387,0.39522716,0.791721,0.70478714,8.821974,5.007714,7.613798,3.2230139,0.23386905,0.9515875,26.460817,0.65322125,12.023278,1.1312987,5.4919944,3.0641968,1.0207945,11.234028,0.0225295,0.9479293,1.3383585,0.8454387,6.4446807,0.4079049,2.9528975,2.080239,29.247503,0.29375023,543.10284,0.4041386,1342.7153,0.13155954,-71.73825,-1.2534089,1596.6569,0.1907026,1047.9299,0.31030992,-80.13525,-1.003629,2728.4653,0.10756853,813.13855,0.43737298,-84.106224,-0.9207706,-19.336014,-0.38346374,29.186243,0.32486147,0.053273544,0.5343517,-0.01768951,-0.9005175,0.328444,0.6490477,34.548054,0.3203708,15.111922,0.64412826,3.7314987,5.060961,0.17641647,65.64833,-7.002502,15.38722,0.021190384,0.013241271,0.06336309,5.7971015,2.970297,0.21499999,0.14442414,0.08571428,0.0790763,-23.546776
119.mp3,DeepFake\Male\G3001,0,G3001,Male,33.339096,0.085739546,31.888319,33.93277,35.717888,3.8295689,32.30475,6.466881,4.8900824,11.087058,0.6702229,0.8853418,0.036220055,0.6741171,1.164693,1.1284729,14.35581,6.9822836,16.014986,6.5698996,0.38619605,1.1416752,29.17619,0.36117873,7.8532696,1.5850149,0.46805093,33.028526,-1.1354002,-9.339763,0.019231454,1.1585615,1.410888,1.0291114,8.478643,0.30118465,9.158384,0.9594893,28.99957,0.2657308,676.9946,0.34042266,1406.2904,0.1668026,-58.95659,-1.4161668,1729.3292,0.17359276,1144.5802,0.36182728,-66.63386,-1.1401676,2838.6406,0.111065224,886.5828,0.36388454,-71.22366,-1.0239205,-19.09629,-0.40511987,28.679926,0.28419513,0.06317672,0.44909272,-0.019676479,-0.82875365,0.5002107,0.897081,33.444782,0.24829143,8.813218,1.5101285,-0.98997027,-17.318626,-3.1153631,-3.649067,-10.819989,22.229294,0.019928465,0.013636683,0.087932795,5.027933,1.7241379,0.42333332,0.27450967,0.099999994,0.070356235,-19.931574
12.mp3,DeepFake\Male\G3001,0,G3001,Male,33.419792,0.06660466,32.850056,33.910526,34.86729,2.0172348,37.350124,33.617855,-0.70964813,19.046389,0.77461916,0.7890468,0.09430638,0.74762136,1.3897321,1.2954258,16.506413,7.272458,19.944532,7.9876733,0.42909104,0.8703516,27.326942,0.46413752,5.4606514,2.3517308,-3.5024395,-5.524173,3.9481814,2.4667654,0.020272912,1.4167525,1.340341,0.85185176,7.853,0.39407963,6.406157,1.5592307,25.138985,0.3529566,528.7756,0.38324392,1426.2594,0.13837622,-50.044888,-1.6044894,1586.0287,0.1643069,1083.467,0.25868526,-53.597485,-1.3661315,2679.7407,0.08668088,925.134,0.38353577,-60.92992,-1.1360031,-14.390182,-0.5791928,25.09703,0.34174773,0.06448592,0.33443373,-0.015005014,-0.808299,0.50778157,0.67752194,30.35583,0.38050428,4.412779,2.8482928,-6.2992105,-3.234748,3.3056006,2.8925946,-13.978519,24.012434,0.018459199,0.011447992,0.17264807,6.5934067,2.238806,0.34166667,0.15115298,0.07142857,0.07863633,-19.319471
120.mp3,DeepFake\Male\G3001,0,G3001,Male,33.240177,0.063277535,31.654825,33.64856,34.95477,3.299944,39.346905,6.7129784,0.120824814,14.752002,0.671059,0.88590306,0.030509248,0.68047154,1.1666665,1.1361573,13.500277,4.8541775,13.564554,7.222552,0.3817109,1.0004033,25.448277,0.47373557,3.6153169,3.054602,6.6694803,2.8047554,1.2413161,7.6987777,0.0226549,0.876622,1.0862842,0.7589191,7.958427,0.41927293,9.992827,1.1229265,25.158476,0.2445088,482.5763,0.32368553,1282.7606,0.08365843,-51.80848,-1.6514719,1537.2291,0.12534839,953.4281,0.17017786,-60.317898,-1.2796173,2649.7188,0.07645808,773.3889,0.26288158,-64.793884,-1.1486179,-16.83242,-0.4127455,25.736185,0.2771404,0.06417427,0.3729459,-0.012539226,-1.1477727,0.51430833,0.6994585,30.732777,0.27506098,4.1934085,2.9693956,5.2667837,3.9994555,0.77958447,12.618552,-6.830434,13.259764,0.023885487,0.024993364,0.0050341035,5.3333335,0.6896552,1.1,0.0,0.16,0.03,-19.723372
121.mp3,DeepFake\Male\G3001,0,G3001,Male,28.085396,0.10530911,26.065083,29.372635,30.544878,4.4797955,18.688406,9.0004,10.693598,4.599756,0.5922209,0.9854504,0.032735333,0.3844052,1.2593119,1.2265766,9.570312,7.0518436,15.479329,9.592009,0.24977295,1.027669,27.357868,0.42931697,5.5147676,2.4057136,-0.3610236,-49.91532,1.5913477,5.475032,0.014501982,0.8010233,1.0873662,0.78472674,6.0926538,0.41476157,2.4018362,2.1585355,23.081495,0.41861945,553.4627,0.3555326,1363.7999,0.14225963,-68.01754,-1.3059595,1611.705,0.17377919,1004.1936,0.20194344,-72.914894,-1.1535282,2713.6729,0.091351815,980.9007,0.44929048,-78.9167,-1.0146608,-14.937554,-0.58669156,24.314085,0.34614208,0.051990487,0.4960121,-0.01944784,-1.0112451,0.33541495,0.69982994,31.058434,0.37534937,5.0455084,2.9941158,0.68340194,29.293676,2.536701,3.600969,-12.028911,23.837988,0.014416369,0.010727935,0.09232514,5.0000005,2.5806453,0.2525,0.14411367,0.089999996,0.0669328,-22.876196
122.mp3,DeepFake\Male\G3001,0,G3001,Male,30.435682,0.085595176,30.458881,31.34224,31.94032,1.4814377,38.103527,31.468805,-7.500035,17.3833,0.500659,1.0085855,0.019943949,0.39157975,1.0133369,0.99339294,10.188636,5.435441,17.378962,10.097642,0.24077553,1.1231804,23.10293,0.6255307,8.688506,1.1094927,7.825799,1.8836733,3.4891524,2.3200912,0.028390342,1.3078482,1.1599327,0.6599053,7.35707,0.38109043,5.8929768,1.0648454,24.556156,0.2625741,593.1262,0.37038007,1441.6501,0.15120316,-85.8782,-1.0743155,1663.282,0.1354206,1073.1144,0.32901394,-91.61828,-0.9410349,2698.9895,0.07352952,898.86035,0.3406402,-94.70184,-0.8823144,-16.34695,-0.42550692,23.846926,0.28575882,0.054862253,0.45108938,-0.021509912,-0.48809198,0.36840868,0.6388656,29.75624,0.36872983,8.4270525,1.09562,7.9958677,2.2765648,3.7825942,2.0245478,-11.398577,18.6888,0.0066220015,0.010406675,0.06554211,4.2253523,2.189781,0.26333332,0.14079142,0.1275,0.06905613,-22.81995
123.mp3,DeepFake\Male\G3001,0,G3001,Male,30.723043,0.07535998,29.03974,30.418823,32.991783,3.9520435,144.24176,175.7808,7.41456,15.808969,0.6671954,0.9221323,0.07579023,0.50541127,1.2389046,1.1631143,13.738028,7.5054884,13.9382715,5.7333374,0.3513439,1.0318631,28.166777,0.5501517,6.4104476,2.37479,-1.3264854,-14.077152,-3.4442987,-3.3636963,0.017995577,1.0783488,1.4051815,0.9449136,6.8524694,0.4542473,3.4890215,1.3289275,25.75556,0.39627123,580.8411,0.3679226,1371.2483,0.13957582,-64.086716,-1.3317531,1607.681,0.19760977,1117.9878,0.39958468,-70.32376,-1.1397862,2721.6597,0.09216159,921.8117,0.47678953,-76.54619,-0.99065924,-14.404968,-0.5300495,25.752356,0.3553785,0.054342054,0.4231969,-0.019866765,-0.7032712,0.46755725,0.7732369,34.129616,0.3269805,5.780327,2.1125572,-5.906104,-3.2503252,-5.3052187,-2.2371995,-9.979155,16.416327,0.023802865,0.0078117833,0.097782075,5.836576,3.1746032,0.21124999,0.16135654,0.08125,0.058829732,-19.76022
124.mp3,DeepFake\Male\G3001,0,G3001,Male,32.594967,0.10442481,29.747295,33.733463,35.47575,5.7284546,62.177807,39.81566,17.963799,16.605036,0.7057631,0.7787621,0.13272771,0.66240656,1.2142763,1.0815486,14.144314,6.791365,10.363362,4.4365625,0.3736698,0.96456766,28.845503,0.3430031,7.4620166,1.5221719,7.8603616,2.3842537,0.8318859,11.302352,0.01654277,1.0609293,1.0903239,1.0276546,8.425065,0.42608783,9.797183,1.1066176,26.00854,0.29680857,523.39026,0.29962415,1425.2941,0.11852038,-39.4766,-1.8892775,1643.0654,0.13926432,1010.2968,0.28503653,-49.79687,-1.3201019,2709.7595,0.09343788,886.0524,0.39434534,-52.706352,-1.2154279,-18.578806,-0.35937047,26.075087,0.26598638,0.06315236,0.38172618,-0.01956596,-0.7171124,0.45407698,0.7729587,31.717127,0.25647777,8.785128,1.3510437,7.172033,2.840628,0.47555217,20.708696,-9.619023,17.754057,0.014646988,0.013508455,0.012458309,4.8672566,0.9049774,0.91499996,0.145,0.16,0.0,-19.645296
125.mp3,DeepFake\Male\G3001,0,G3001,Male,30.686888,0.07049635,29.422796,30.978561,32.542755,3.1199589,92.430954,84.81269,20.947159,10.444518,0.4871165,0.97373897,0.04582028,0.33483562,0.84394383,0.79812354,9.1168585,3.7031596,12.070334,4.9788313,0.24488042,1.1120191,24.72289,0.62262034,9.539714,1.1736891,3.7090783,5.440678,2.1861317,5.345344,0.01730515,0.9952018,1.2903559,0.86076045,7.0693383,0.31139436,6.4863386,1.4547279,26.27951,0.28358287,610.7656,0.40409297,1349.0938,0.13231593,-70.67785,-1.2487788,1685.8943,0.19757359,1069.1772,0.33234575,-77.877525,-1.0321107,2755.8477,0.11611053,922.12885,0.52698946,-80.99769,-0.96360505,-15.361612,-0.5212739,24.086662,0.3950743,0.058846727,0.40262723,-0.016068647,-1.0533984,0.34543988,0.8112458,30.49884,0.4089898,9.663082,1.0801461,1.3127989,17.444696,0.71987057,18.053896,-9.024533,16.906023,0.021125326,0.011276551,0.049476974,4.830918,2.970297,0.21833333,0.1036688,0.08285714,0.056496337,-23.449472
126.mp3,DeepFake\Male\G3001,0,G3001,Male,33.55583,0.15210766,31.181232,33.606876,34.527023,3.3457909,424.25168,286.0157,26.675991,13.389491,0.6040993,0.9004008,0.053289622,0.43668696,1.0549579,1.0016682,15.3465,7.6362524,20.403095,12.158576,0.36050177,1.025495,19.350595,1.0000218,8.561288,1.7835221,-4.149747,-4.5628843,-0.4533951,-24.286886,0.022162085,0.8655888,1.8936372,0.7800602,5.760609,0.6092268,5.8345604,1.1927469,24.31389,0.40304372,553.693,0.33606282,1413.1323,0.12804729,-80.51517,-1.1350286,1562.8218,0.14424485,1121.4764,0.25539595,-82.93761,-1.0084237,2669.1213,0.08560786,945.99396,0.3844377,-87.5748,-0.9049733,-12.477482,-0.87495404,23.51694,0.5711726,0.058231577,0.35156947,-0.013031072,-1.0589037,0.5107233,0.682516,26.413332,0.6539004,10.8053875,1.2747438,-6.202919,-3.3994603,0.63893497,16.072897,-2.0924194,10.265805,0.037567772,0.01243986,0.13098826,5.952381,3.6809816,0.16333334,0.14895935,0.085,0.06448514,-22.329868
127.mp3,DeepFake\Male\G3001,0,G3001,Male,30.705761,0.06244086,30.07708,31.228268,31.946077,1.8689976,33.78569,27.310415,-3.1105585,13.391024,0.6589062,0.8032316,0.054231286,0.6619379,1.1662166,1.1119853,13.67145,7.5690427,12.07231,6.8097563,0.35989252,0.913994,28.864124,0.51194644,9.157839,1.3553425,-4.413882,-3.925184,-5.801925,-2.564041,0.031980325,1.635405,1.2702132,1.0090752,6.463139,0.58164537,3.403362,2.1311753,30.642054,0.3826711,606.8029,0.38079828,1312.0222,0.1116171,-56.108284,-1.5359513,1685.4231,0.20279185,1095.3715,0.31455708,-64.852905,-1.2191246,2824.5247,0.13602449,922.5456,0.4412696,-71.88364,-1.0392345,-17.045439,-0.4909625,28.742056,0.28726593,0.064213425,0.3523957,-0.026154201,-0.8691543,0.47977874,0.6355766,34.65181,0.26554757,8.568976,1.4962667,-8.238716,-2.2088196,-9.417137,-1.6487657,-11.036008,21.38308,0.0017999567,0.016788347,0.059573654,4.8913045,1.6759777,0.42999998,0.24859606,0.107499994,0.052618913,-20.968103
128.mp3,DeepFake\Male\G3001,0,G3001,Male,30.850567,0.113190405,27.919653,32.313335,33.512447,5.5927944,13.908963,20.28048,19.314487,6.788437,0.48976818,1.0495527,0.025677979,0.36903512,0.82773423,0.80205625,7.4787893,4.188439,10.514883,6.758199,0.25548613,1.0899645,21.743692,0.78608656,11.08742,1.1696792,6.817479,2.7788393,-1.6730063,-8.0628605,0.02630881,1.1646433,1.7006419,0.893478,6.6781473,0.48104241,8.282891,1.194245,27.77677,0.30777094,621.1211,0.37731853,1363.7545,0.17555125,-88.017204,-1.0278466,1713.7521,0.16427487,1013.4948,0.42248636,-95.41899,-0.86409444,2761.5374,0.11194141,964.5181,0.4123947,-97.15939,-0.83246857,-15.665306,-0.6017851,23.650255,0.45198274,0.055582438,0.40270883,-0.018224852,-0.9404955,0.40599257,0.6682513,28.377563,0.5663093,11.961837,1.0950363,7.2105813,3.2206705,-3.326374,-4.453106,-9.092967,16.553932,0.022696381,0.011294549,0.056955364,4.0229883,3.550296,0.15666667,0.07738791,0.08857142,0.06577637,-22.087172
